Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Hugo Millet;Vereinslos / Free Agent;24;25;65.66;66.85;+1.19;Active
Alejandro Velarde;Vereinslos / Free Agent;24;25;60.90;62.09;+1.19;Active
Sander Granberg;Vereinslos / Free Agent;23;24;62.96;64.15;+1.19;Active
Florian Gaillard;Vereinslos / Free Agent;22;23;64.64;65.82;+1.18;Active
Lorenzo Rinaldi;Vereinslos / Free Agent;23;24;59.64;60.81;+1.17;Active
Matteo Fiorin;Vereinslos / Free Agent;22;23;63.62;64.79;+1.17;Active
Lucas Bénéteau;Vereinslos / Free Agent;25;26;68.28;69.45;+1.17;Active
Dylan Vandenstorme;Microsoft - Tacx;25;26;69.66;70.83;+1.17;Active
Taisei Hino;Vereinslos / Free Agent;26;27;62.36;63.53;+1.17;Active
Luca Harter;Vereinslos / Free Agent;24;25;63.10;64.27;+1.17;Active
Alfie George;Volvic - Corratec;26;27;66.90;68.07;+1.17;Active
Ewen Costiou;Zalando - Continental;24;25;72.91;74.08;+1.17;Active
Luke Fetzer;Vereinslos / Free Agent;21;22;61.43;62.60;+1.17;Active
Gerard Ginabreda;Vereinslos / Free Agent;22;23;61.79;62.95;+1.16;Active
David Santiago Cadena;Vereinslos / Free Agent;21;22;60.74;61.90;+1.16;Active
Santiago Cardona López;Vereinslos / Free Agent;22;23;59.78;60.94;+1.16;Active
Ibán Guttiérez;Vereinslos / Free Agent;23;24;63.76;64.92;+1.16;Active
Santiago Vargas González;Vereinslos / Free Agent;25;26;59.65;60.81;+1.16;Active
Tom Jonkmans;Vereinslos / Free Agent;25;26;60.57;61.73;+1.16;Active
Silas Köch;Vaude - Garmin;24;25;67.15;68.30;+1.15;Active
Rúben Rodrigues;Vereinslos / Free Agent;23;24;62.76;63.91;+1.15;Active
Axel Källberg;Lavazza - Pirelli;23;24;65.13;66.28;+1.15;Active
Menno Huising;Samsung - Cube;23;24;70.62;71.77;+1.15;Active
Marvin Peters;Vereinslos / Free Agent;23;24;63.99;65.13;+1.14;Active
Rhys Robotham;Vereinslos / Free Agent;26;27;63.94;65.08;+1.14;Active
Emmanuel Houcou;Vaude - Garmin;24;25;68.39;69.53;+1.14;Active
Abdi Abdrazak;Vereinslos / Free Agent;26;27;55.82;56.95;+1.13;Active
Ingmar van den Bosch;Vereinslos / Free Agent;22;23;61.27;62.40;+1.13;Active
Filmon Mana Tekie;Vereinslos / Free Agent;25;26;57.25;58.38;+1.13;Active
Eric Weckerle;Vereinslos / Free Agent;23;24;63.32;64.44;+1.12;Active
Simon Baran;Vereinslos / Free Agent;24;25;65.58;66.70;+1.12;Active
Noël Luijten;Vereinslos / Free Agent;25;26;59.01;60.13;+1.12;Active
Joan Toni Pou;Vereinslos / Free Agent;24;25;59.65;60.76;+1.11;Active
Conrad Haugsted;Vereinslos / Free Agent;22;23;64.95;66.06;+1.11;Active
Kristian Egholm;GLS Bank - Wahoo;23;24;66.45;67.56;+1.11;Active
Pau Martí;Spotify - Cervelo;22;23;70.57;71.68;+1.11;Active
Andrea Buti;Vereinslos / Free Agent;23;24;62.66;63.77;+1.11;Active
Benjamin Marais;Deutsche Bahn - Stevens;24;25;65.48;66.58;+1.10;Active
Iker Pérez;Vereinslos / Free Agent;22;23;62.89;63.99;+1.10;Active
Zakk Patterson;Vereinslos / Free Agent;24;25;60.78;61.88;+1.10;Active
Kenshiro Yamaguchi;Vereinslos / Free Agent;24;25;60.39;61.48;+1.09;Active
Kazuto Minami;Vereinslos / Free Agent;23;24;63.12;64.21;+1.09;Active
Nejc Cencic;Vereinslos / Free Agent;25;26;58.90;59.98;+1.08;Active
Erwan Besnier;Vereinslos / Free Agent;24;25;63.65;64.73;+1.08;Active
Tiago Nunes;Vereinslos / Free Agent;23;24;61.57;62.64;+1.07;Active
James Potter;Vereinslos / Free Agent;25;26;64.80;65.87;+1.07;Active
Angus Vander;Vereinslos / Free Agent;24;25;55.88;56.95;+1.07;Active
Otto van Zanden;Vereinslos / Free Agent;22;23;65.45;66.51;+1.06;Active
Jhonatan Chaves;Vereinslos / Free Agent;26;27;66.52;67.58;+1.06;Active
Fabian Wünstel;Vereinslos / Free Agent;23;24;62.07;63.13;+1.06;Active
Seppe Vercammen;Vereinslos / Free Agent;22;23;62.85;63.91;+1.06;Active
José Armando Miralrio;Vereinslos / Free Agent;25;26;53.42;54.47;+1.05;Active
Matteo Scalco;Vaude - Garmin;23;24;68.53;69.57;+1.04;Active
Mateo Kalejman;Vereinslos / Free Agent;22;23;64.92;65.96;+1.04;Active
Alexis Robert;Vereinslos / Free Agent;25;26;63.44;64.48;+1.04;Active
Lorenzo Unfer;Vereinslos / Free Agent;21;22;60.40;61.43;+1.03;Active
Szymon Wisniewski;Vereinslos / Free Agent;21;22;62.38;63.41;+1.03;Active
Ronan Teese;Vereinslos / Free Agent;23;24;63.48;64.51;+1.03;Active
Dilan Rojas;Vereinslos / Free Agent;24;25;60.52;61.55;+1.03;Active
Samuele Bonetto;Vereinslos / Free Agent;24;25;62.14;63.17;+1.03;Active
Theodor Storm;GLS Bank - Wahoo;22;23;66.31;67.33;+1.02;Active
Dovydas Lukas;Vereinslos / Free Agent;24;25;53.46;54.48;+1.02;Active
Geronimo Montaña;Vereinslos / Free Agent;23;24;60.58;61.60;+1.02;Active
Ryan Gal;Deutsche Bahn - Stevens;22;23;66.15;67.17;+1.02;Active
Mitchell McGovern;Vereinslos / Free Agent;23;24;61.97;62.99;+1.02;Active
Matys Grisel;Ortlieb - Sony;21;22;68.33;69.35;+1.02;Active
Marco Merola;Vereinslos / Free Agent;21;22;57.40;58.42;+1.02;Active
Nahom Kifle;Vereinslos / Free Agent;24;25;60.75;61.76;+1.01;Active
Rémi Arsac;Vereinslos / Free Agent;22;23;66.35;67.36;+1.01;Active
Gabriel Rodas;Vereinslos / Free Agent;25;26;63.12;64.12;+1.00;Active
Niklas Behrens;Lego - Bianchi;23;24;70.52;71.52;+1.00;Active
Florian Markert;Vereinslos / Free Agent;21;22;60.70;61.70;+1.00;Active
Paul Conor;Vereinslos / Free Agent;23;24;64.27;65.27;+1.00;Active
Mihael tajnar;Ortlieb - Sony;26;27;66.92;67.92;+1.00;Active
Maurizio Cetto;Vereinslos / Free Agent;24;25;63.85;64.85;+1.00;Active
Kellen Caldwell;Vereinslos / Free Agent;23;24;64.60;65.59;+0.99;Active
Piotr Kij;Vereinslos / Free Agent;22;23;58.56;59.55;+0.99;Active
Mathéo Barusseau;Vereinslos / Free Agent;22;23;65.63;66.62;+0.99;Active
Felipe Toro;Vereinslos / Free Agent;24;25;63.40;64.39;+0.99;Active
Gabriele Bessega;Vereinslos / Free Agent;23;24;65.56;66.54;+0.98;Active
Antoine Hue;Vereinslos / Free Agent;22;23;66.51;67.49;+0.98;Active
Matthew Brennan;Generali - Mammut;21;22;74.06;75.04;+0.98;Active
Valens Iradukunda;Vereinslos / Free Agent;24;25;57.30;58.26;+0.96;Active
Petter Elias Svaleng Jakobsen;Vereinslos / Free Agent;24;25;60.21;61.17;+0.96;Active
Lorenzo Ferroni;Vereinslos / Free Agent;23;24;61.48;62.43;+0.95;Active
Mike Bronswijk;Vereinslos / Free Agent;24;25;66.09;67.04;+0.95;Active
Octavio Salmón;Vereinslos / Free Agent;24;25;59.59;60.54;+0.95;Active
Taisei Miyake;Vereinslos / Free Agent;23;24;60.50;61.45;+0.95;Active
Satchel Kim;Vereinslos / Free Agent;24;25;60.11;61.06;+0.95;Active
Axl Sonck;Vereinslos / Free Agent;21;22;61.70;62.65;+0.95;Active
Ismael Goñi;Vereinslos / Free Agent;23;24;60.91;61.85;+0.94;Active
Brandon Alejandro Rojas;Vereinslos / Free Agent;25;26;66.45;67.39;+0.94;Active
Agris Vindecs;Vereinslos / Free Agent;26;27;59.94;60.88;+0.94;Active
Pavel Novák;ING - Schwalbe;22;23;69.11;70.04;+0.93;Active
Flavio Serafini;Vereinslos / Free Agent;23;24;62.94;63.87;+0.93;Active
Nolan Groussard;Vereinslos / Free Agent;25;26;61.90;62.83;+0.93;Active
Solomon Mekuria;Vereinslos / Free Agent;23;24;59.03;59.96;+0.93;Active
Awet Aman;Vereinslos / Free Agent;24;25;66.49;67.42;+0.93;Active
Caleb Landgrebe;Vereinslos / Free Agent;24;25;61.06;61.99;+0.93;Active
Jelle Vermoote;Microsoft - Tacx;25;26;68.27;69.19;+0.92;Active
Jaume Muñoz;Vereinslos / Free Agent;23;24;60.53;61.45;+0.92;Active
Matteo Regnanti;Vereinslos / Free Agent;25;26;66.66;67.58;+0.92;Active
Oliver Mortensen;Vereinslos / Free Agent;23;24;59.93;60.85;+0.92;Active
Giovanni Bortoluzzi;Carl Zeiss - Felt;24;25;67.24;68.16;+0.92;Active
Theodor Stokke-Fagervold;Vereinslos / Free Agent;22;23;60.66;61.57;+0.91;Active
Maxim Delarue;Vereinslos / Free Agent;23;24;64.76;65.67;+0.91;Active
Seppe Fierens;Vereinslos / Free Agent;23;24;61.42;62.33;+0.91;Active
Jordan Habets;Vereinslos / Free Agent;25;26;67.52;68.42;+0.90;Active
Reon Hayashi;Vereinslos / Free Agent;24;25;58.72;59.62;+0.90;Active
Archie Ryan;Michelin - Look;25;26;72.69;73.59;+0.90;Active
Olegas Ivanovas;Vereinslos / Free Agent;25;26;60.07;60.97;+0.90;Active
José Bicho;Vereinslos / Free Agent;23;24;61.85;62.75;+0.90;Active
Mads-Emil Dupont Hougaard;Vereinslos / Free Agent;23;24;63.69;64.59;+0.90;Active
Óscar Rota;Vereinslos / Free Agent;25;26;63.44;64.34;+0.90;Active
Andrea Piras;Vereinslos / Free Agent;25;26;66.22;67.12;+0.90;Active
Magnus Bächler;Vereinslos / Free Agent;25;26;60.16;61.06;+0.90;Active
Manuel Marques;Vereinslos / Free Agent;21;22;59.69;60.59;+0.90;Active
Emilio Reinoso Sanchez;Vereinslos / Free Agent;22;23;61.15;62.04;+0.89;Active
Louis Ferreira;Vereinslos / Free Agent;26;27;66.28;67.17;+0.89;Active
Matú Kriak;Vereinslos / Free Agent;24;25;56.35;57.23;+0.88;Active
Jan Kino;Barilla - Zwift;24;25;65.58;66.45;+0.87;Active
Tomás Ruiz;Vereinslos / Free Agent;24;25;61.89;62.76;+0.87;Active
Andraz Skok;Vereinslos / Free Agent;23;24;57.96;58.83;+0.87;Active
Matteo Milan;Siemens - Wahoo;24;25;67.57;68.43;+0.86;Active
Mikk Bauer;Vereinslos / Free Agent;24;25;61.40;62.26;+0.86;Active
Julian Pöchacker;Vereinslos / Free Agent;27;28;62.96;63.82;+0.86;Active
Thibaud Bridron;Vereinslos / Free Agent;24;25;64.95;65.81;+0.86;Active
Max Poole;SAP - Canyon;24;25;73.96;74.82;+0.86;Active
Kaito Kojima;Vereinslos / Free Agent;27;28;56.63;57.49;+0.86;Active
Jason Bruintjies;Vereinslos / Free Agent;23;24;58.74;59.60;+0.86;Active
Fabio Van den Bossche;Ferrero - Giro;26;27;70.67;71.52;+0.85;Active
Johan Dorussen;Vereinslos / Free Agent;23;24;63.87;64.72;+0.85;Active
Matu Privalinec;Vereinslos / Free Agent;23;24;59.22;60.07;+0.85;Active
Pablo García Frances;Volvic - Corratec;26;27;67.77;68.62;+0.85;Active
Aimar Madina;Vereinslos / Free Agent;23;24;60.30;61.14;+0.84;Active
Tommaso Bessega;Vereinslos / Free Agent;23;24;64.47;65.31;+0.84;Active
Callum Laborde;Vereinslos / Free Agent;22;23;61.37;62.21;+0.84;Active
Peder Dahl Strand;Vereinslos / Free Agent;26;27;64.39;65.22;+0.83;Active
Jordy Vermeulen;Vereinslos / Free Agent;25;26;61.65;62.48;+0.83;Active
Henrik Farstadvoll;Vereinslos / Free Agent;24;25;62.86;63.68;+0.82;Active
Ben Granger;Patagonia - Fuji;26;27;67.69;68.51;+0.82;Active
Charlie Aldridge;Vereinslos / Free Agent;26;27;63.27;64.09;+0.82;Active
Born De Dobbelaere;Vereinslos / Free Agent;21;22;64.10;64.92;+0.82;Active
Gereziher Geremedhin Hailemaryam;Vereinslos / Free Agent;22;23;61.64;62.46;+0.82;Active
Philipp Gebhardt;Vereinslos / Free Agent;23;24;62.00;62.81;+0.81;Active
Micha Plüss;Vereinslos / Free Agent;23;24;59.91;60.72;+0.81;Active
Rokas Adomaitis;Vereinslos / Free Agent;22;23;63.12;63.93;+0.81;Active
Zer Abruk Debay;Vereinslos / Free Agent;26;27;61.17;61.98;+0.81;Active
Jorge Peyrot;Vereinslos / Free Agent;25;26;64.31;65.12;+0.81;Active
Aaron Freeman;Vereinslos / Free Agent;25;26;60.03;60.84;+0.81;Active
Meo Amann;Vereinslos / Free Agent;23;24;62.69;63.50;+0.81;Active
Jelle Bouma;Vereinslos / Free Agent;23;24;60.80;61.60;+0.80;Active
Roman Valo;Vereinslos / Free Agent;21;22;60.29;61.09;+0.80;Active
Gijs de Swart;Vereinslos / Free Agent;27;28;61.25;62.05;+0.80;Active
Gaëlig Glon;Vereinslos / Free Agent;24;25;63.35;64.15;+0.80;Active
Michele Bonometti;Vereinslos / Free Agent;21;22;61.95;62.74;+0.79;Active
Lapo Gavilli;Vereinslos / Free Agent;24;25;60.34;61.13;+0.79;Active
Daniel Artero;Vereinslos / Free Agent;22;23;61.59;62.38;+0.79;Active
Filippo Cettolin;Vereinslos / Free Agent;21;22;63.77;64.56;+0.79;Active
Joppe Heremans;Volvic - Corratec;23;24;66.92;67.71;+0.79;Active
Tanguy Floch Prigent;Vereinslos / Free Agent;22;23;62.12;62.91;+0.79;Active
Marshall Erwood;Vereinslos / Free Agent;22;23;63.79;64.58;+0.79;Active
Kenay De Moyer;Vereinslos / Free Agent;22;23;64.76;65.54;+0.78;Active
Keije Solen;Vereinslos / Free Agent;21;22;64.52;65.30;+0.78;Active
Brian Rigole;Vereinslos / Free Agent;25;26;62.93;63.71;+0.78;Active
Jesse Kramer;Spotify - Cervelo;23;24;69.34;70.11;+0.77;Active
Roan Konings;Vereinslos / Free Agent;24;25;63.79;64.56;+0.77;Active
Riccardo Santamaria;Vereinslos / Free Agent;23;24;62.75;63.52;+0.77;Active
Juan Pablo Cárdenas;Vereinslos / Free Agent;24;25;61.89;62.66;+0.77;Active
Lorenzo Ursella;Vereinslos / Free Agent;24;25;62.93;63.70;+0.77;Active
Peter Drabble;Vereinslos / Free Agent;22;23;61.52;62.28;+0.76;Active
Mike Dogterom;Vereinslos / Free Agent;27;28;61.10;61.85;+0.75;Active
Corentin Lequet;Vereinslos / Free Agent;22;23;65.91;66.66;+0.75;Active
Niccolo Galli;Vereinslos / Free Agent;25;26;62.51;63.26;+0.75;Active
Andrea Raccagni Noviero;Swiss Re - BMC;23;24;69.58;70.33;+0.75;Active
Luis David Marulanda;Vereinslos / Free Agent;23;24;59.75;60.50;+0.75;Active
Sam Maisonobe;Nintendo - Colnago;23;24;70.09;70.84;+0.75;Active
Lukas Blanco;Vereinslos / Free Agent;24;25;61.61;62.36;+0.75;Active
Rene Mateo Garzon;Vereinslos / Free Agent;24;25;57.68;58.43;+0.75;Active
Tommaso Dati;Vereinslos / Free Agent;24;25;67.05;67.79;+0.74;Active
Eskil Huiting;Vereinslos / Free Agent;23;24;64.82;65.56;+0.74;Active
Kamil Szymacha;Vereinslos / Free Agent;25;26;65.73;66.47;+0.74;Active
Matteo Lapo Bozicevich;Vereinslos / Free Agent;24;25;61.97;62.70;+0.73;Active
Stefan Marbler;Vereinslos / Free Agent;24;25;61.98;62.71;+0.73;Active
Markus Leidt;Vereinslos / Free Agent;26;27;55.59;56.32;+0.73;Active
Jaiker Morillo;Vereinslos / Free Agent;22;23;57.52;58.24;+0.72;Active
Giovanni Fanton;Vereinslos / Free Agent;23;24;60.15;60.87;+0.72;Active
Corban Nicol;Vereinslos / Free Agent;24;25;60.22;60.94;+0.72;Active
Kacper Centka;Vereinslos / Free Agent;25;26;60.56;61.27;+0.71;Active
Kevin Biehl;Vereinslos / Free Agent;23;24;66.23;66.94;+0.71;Active
Jonatan Montoya;Vereinslos / Free Agent;25;26;61.73;62.44;+0.71;Active
Jørgen Nordhagen;Ferrero - Giro;22;23;72.60;73.30;+0.70;Active
Job Nievelstein;Vereinslos / Free Agent;21;22;63.15;63.85;+0.70;Active
Jon Mykland Lunåshaug;Vereinslos / Free Agent;25;26;60.03;60.73;+0.70;Active
Steyn van der Veen;Vereinslos / Free Agent;23;24;61.92;62.62;+0.70;Active
Jaap Voogel;Vereinslos / Free Agent;24;25;61.82;62.51;+0.69;Active
Giacomo Salvalaggio;Vereinslos / Free Agent;26;27;61.64;62.33;+0.69;Active
Riku Onaka;Vereinslos / Free Agent;24;25;63.31;64.00;+0.69;Active
Moritz Plambeck;Vereinslos / Free Agent;25;26;62.13;62.82;+0.69;Active
Swann Guefveneu;Vereinslos / Free Agent;22;23;62.47;63.15;+0.68;Active
Luis Torres;Vereinslos / Free Agent;23;24;60.87;61.55;+0.68;Active
Carl-Frederik Bévort;Haribo - Specialized;23;24;67.99;68.67;+0.68;Active
Daniel Skerl;Generali - Mammut;24;25;67.34;68.01;+0.67;Active
Toa Morita;Vereinslos / Free Agent;22;23;62.91;63.58;+0.67;Active
Adam Holm Jørgensen;Vereinslos / Free Agent;24;25;67.06;67.73;+0.67;Active
Jan Luke;Vereinslos / Free Agent;23;24;63.22;63.89;+0.67;Active
Mathias Hedevang Christensen;Vereinslos / Free Agent;21;22;64.84;65.51;+0.67;Active
Christiaan Klopper;Vereinslos / Free Agent;25;26;62.95;63.62;+0.67;Active
Samuel Tuka;Vereinslos / Free Agent;23;24;63.73;64.39;+0.66;Active
David Mendoza;Vereinslos / Free Agent;24;25;60.39;61.05;+0.66;Active
Anshu Hirai;Vereinslos / Free Agent;24;25;59.36;60.02;+0.66;Active
Jacques Gloesener;Vereinslos / Free Agent;26;27;62.39;63.04;+0.65;Active
Olivier Móré-Gosselin;Vereinslos / Free Agent;23;24;58.77;59.42;+0.65;Active
Marco Palomba;Vereinslos / Free Agent;25;26;65.79;66.44;+0.65;Active
Sverre Litlere;Vereinslos / Free Agent;24;25;62.69;63.34;+0.65;Active
Ian Kings;Vereinslos / Free Agent;21;22;63.62;64.26;+0.64;Active
José Urián;Vereinslos / Free Agent;24;25;65.73;66.37;+0.64;Active
Raffaele Mosca;Vereinslos / Free Agent;23;24;65.40;66.04;+0.64;Active
Artem Shmidt;Samsung - Cube;23;24;69.02;69.66;+0.64;Active
Ethan Powell;Vereinslos / Free Agent;22;23;61.52;62.16;+0.64;Active
Angelvis Arroyo;Vereinslos / Free Agent;23;24;62.42;63.06;+0.64;Active
Bram van Herk;Vereinslos / Free Agent;24;25;62.75;63.38;+0.63;Active
Cas Hermans;Vereinslos / Free Agent;21;22;61.83;62.46;+0.63;Active
Hugo Aznar;Vaude - Garmin;23;24;68.36;68.99;+0.63;Active
Alexis Rochette;Vereinslos / Free Agent;26;27;59.46;60.08;+0.62;Active
Kaito Mori;Vereinslos / Free Agent;25;26;57.02;57.64;+0.62;Active
Aaron Wenk;Vereinslos / Free Agent;25;26;59.83;60.45;+0.62;Active
Henrik Pedersen;Spotify - Cervelo;22;23;69.05;69.67;+0.62;Active
Etienne Tuyizere;Vereinslos / Free Agent;23;24;62.39;63.00;+0.61;Active
Pawel Wieczkowski;Vereinslos / Free Agent;23;24;64.64;65.25;+0.61;Active
Baptiste Berger;Vereinslos / Free Agent;22;23;62.36;62.97;+0.61;Active
Brent Van Mulders;Vereinslos / Free Agent;26;27;62.56;63.16;+0.60;Active
Maximilian Müller;Vereinslos / Free Agent;26;27;58.66;59.26;+0.60;Active
Adam Wozniak;Vereinslos / Free Agent;25;26;60.05;60.65;+0.60;Active
Dylan Cumming;Vereinslos / Free Agent;23;24;57.29;57.89;+0.60;Active
Miguel Arroyo;Vereinslos / Free Agent;26;27;61.18;61.78;+0.60;Active
Daniel Lima;Swiss Re - BMC;22;23;69.41;70.01;+0.60;Active
Ignazio Cireddu;Vereinslos / Free Agent;22;23;61.38;61.98;+0.60;Active
Vetle Eskedal;Vereinslos / Free Agent;23;24;62.72;63.32;+0.60;Active
Thom van der Werff;Vereinslos / Free Agent;22;23;65.68;66.27;+0.59;Active
Samuel Fernández;Danone - Fizik;23;24;68.91;69.49;+0.58;Active
Enzo Leijnse;Swiss Re - BMC;25;26;68.66;69.24;+0.58;Active
William Heffernan;Vereinslos / Free Agent;22;23;66.53;67.11;+0.58;Active
Xabier Cerro;Vereinslos / Free Agent;22;23;62.09;62.67;+0.58;Active
David Rico;Vereinslos / Free Agent;23;24;62.05;62.63;+0.58;Active
Rokas Kmieliauskas;Vereinslos / Free Agent;26;27;64.28;64.86;+0.58;Active
Jonathan Bögli;Vereinslos / Free Agent;26;27;64.43;65.01;+0.58;Active
Kevin McCambridge;Vereinslos / Free Agent;25;26;62.69;63.27;+0.58;Active
Elías Tobasía;Vereinslos / Free Agent;24;25;63.98;64.55;+0.57;Active
Trevor August;Vereinslos / Free Agent;24;25;60.29;60.86;+0.57;Active
Wouter Hopmans;Vereinslos / Free Agent;26;27;58.25;58.81;+0.56;Active
César Pérez;Vereinslos / Free Agent;22;23;65.30;65.86;+0.56;Active
Filip Samec;Vereinslos / Free Agent;22;23;60.67;61.23;+0.56;Active
Brooks Wienke;Vereinslos / Free Agent;24;25;62.39;62.95;+0.56;Active
Santiago Escudero;Vereinslos / Free Agent;25;26;62.67;63.23;+0.56;Active
Kacper Maciejuk;Vereinslos / Free Agent;24;25;64.94;65.49;+0.55;Active
Emil Berg-Jacobsen;Vereinslos / Free Agent;24;25;58.02;58.57;+0.55;Active
Dylan Hopkins;Haribo - Specialized;25;26;67.92;68.47;+0.55;Active
Mil Morang;Vereinslos / Free Agent;22;23;64.01;64.56;+0.55;Active
Jaume Guardeño;Danone - Fizik;24;25;70.52;71.06;+0.54;Active
Adam Maccan;Vereinslos / Free Agent;23;24;59.80;60.34;+0.54;Active
Alberto Perez Diaz;Vereinslos / Free Agent;26;27;61.06;61.60;+0.54;Active
Victor Benareau;Vereinslos / Free Agent;22;23;62.19;62.73;+0.54;Active
Jules Chatelon;Vereinslos / Free Agent;23;24;64.38;64.91;+0.53;Active
Oliver Sims;Vereinslos / Free Agent;21;22;64.08;64.61;+0.53;Active
Milan Fretin;Decathlon - Renault;26;27;71.01;71.54;+0.53;Active
Jelte Krijnsen;Ikea - Adidas;26;27;70.23;70.76;+0.53;Active
Bela Wawro;Vereinslos / Free Agent;23;24;62.78;63.31;+0.53;Active
Francesco Della Lunga;Vereinslos / Free Agent;26;27;63.92;64.45;+0.53;Active
Matthew Houlberg;Vereinslos / Free Agent;25;26;61.28;61.81;+0.53;Active
Jelle Harteel;Haribo - Specialized;23;24;66.28;66.80;+0.52;Active
Mattanja Woets;Vereinslos / Free Agent;23;24;61.37;61.89;+0.52;Active
Halvor Utengen Sandstad;Logitech - SRAM;22;23;65.97;66.49;+0.52;Active
Maxime Ayral;Vereinslos / Free Agent;22;23;62.23;62.75;+0.52;Active
Robbe Mellaerts;Vereinslos / Free Agent;25;26;65.30;65.82;+0.52;Active
Baptiste Poulard;Volvic - Corratec;24;25;67.59;68.11;+0.52;Active
Obie Vidts;Vereinslos / Free Agent;25;26;65.63;66.14;+0.51;Active
Jeferson Ruiz;Vereinslos / Free Agent;25;26;67.41;67.92;+0.51;Active
Lachlan Miller;Vereinslos / Free Agent;23;24;61.88;62.39;+0.51;Active
Adrià Franquesa;Vereinslos / Free Agent;23;24;63.61;64.12;+0.51;Active
tepán iroký;Vereinslos / Free Agent;24;25;60.94;61.45;+0.51;Active
Roman Holzer;Vereinslos / Free Agent;24;25;65.14;65.65;+0.51;Active
Duarte Rufino;Vereinslos / Free Agent;23;24;61.05;61.56;+0.51;Active
Maximilien Juillard;Ricola - Simplon;25;26;67.34;67.84;+0.50;Active
Ferre Geeraerts;Vereinslos / Free Agent;24;25;66.52;67.02;+0.50;Active
Daniel Rube;Vereinslos / Free Agent;21;22;63.39;63.89;+0.50;Active
Tomás Pombo;Vereinslos / Free Agent;21;22;64.18;64.68;+0.50;Active
Michael Audeau;Vereinslos / Free Agent;24;25;55.43;55.93;+0.50;Active
Adrian Zuger;Vereinslos / Free Agent;25;26;62.32;62.81;+0.49;Active
Nahom Zerai;VW - Continental - Rose;24;25;70.04;70.53;+0.49;Active
Alvin Dahl;Vereinslos / Free Agent;22;23;53.03;53.52;+0.49;Active
Miguel Ángel Hoyos;Vereinslos / Free Agent;25;26;61.32;61.81;+0.49;Active
Michael Vanni;Vereinslos / Free Agent;24;25;60.95;61.43;+0.48;Active
Viktor Lychou;Vereinslos / Free Agent;26;27;62.89;63.37;+0.48;Active
Václav Jeek;Vereinslos / Free Agent;22;23;62.32;62.80;+0.48;Active
Pim Fransen;Vereinslos / Free Agent;23;24;61.76;62.24;+0.48;Active
Tom Portsmouth;Vereinslos / Free Agent;25;26;66.53;67.00;+0.47;Active
João Paulo Silva;Vereinslos / Free Agent;24;25;64.07;64.54;+0.47;Active
Rohan Haydon-Smith;Vereinslos / Free Agent;26;27;60.44;60.91;+0.47;Active
Bastien Pichon;Vereinslos / Free Agent;25;26;63.56;64.03;+0.47;Active
Marco Loreto;Vereinslos / Free Agent;26;27;60.61;61.08;+0.47;Active
Joris Delbove;Toyota - Lapierre;26;27;70.82;71.29;+0.47;Active
Elia Tovazzi;Vereinslos / Free Agent;24;25;62.30;62.76;+0.46;Active
Enrico Dhaeye;Vereinslos / Free Agent;26;27;64.56;65.02;+0.46;Active
Oliver Søndergaard;Vereinslos / Free Agent;24;25;63.61;64.07;+0.46;Active
Martijn Rasenberg;GLS Bank - Wahoo;25;26;66.55;67.01;+0.46;Active
Damien Bodard;Vereinslos / Free Agent;25;26;64.06;64.52;+0.46;Active
Eduardo Hernández Candanosa;Vereinslos / Free Agent;23;24;60.25;60.71;+0.46;Active
Jan Huber;Vereinslos / Free Agent;22;23;62.55;63.01;+0.46;Active
Alessandro Romele;Samsung - Cube;23;24;70.18;70.64;+0.46;Active
Rubén Sánchez Estévez;Vereinslos / Free Agent;23;24;63.53;63.99;+0.46;Active
Daniel Potter;Vereinslos / Free Agent;23;24;60.69;61.15;+0.46;Active
Jado Bleyenberg;Vereinslos / Free Agent;25;26;61.49;61.94;+0.45;Active
Andrej Lika;Vereinslos / Free Agent;26;27;67.05;67.50;+0.45;Active
Hugo Lennartsson;Vereinslos / Free Agent;24;25;65.31;65.76;+0.45;Active
Felix Dierking;Vereinslos / Free Agent;24;25;61.66;62.11;+0.45;Active
Albert Gathemann;Vereinslos / Free Agent;25;26;63.65;64.09;+0.44;Active
Kalle Kvam;Vereinslos / Free Agent;24;25;64.75;65.19;+0.44;Active
Iker Trigo;Vereinslos / Free Agent;26;27;63.73;64.17;+0.44;Active
Pierre Thierry;Spotify - Cervelo;24;25;68.84;69.28;+0.44;Active
Ondrej ilhavý;Vereinslos / Free Agent;22;23;59.87;60.31;+0.44;Active
Nicolò De Lisi;Vereinslos / Free Agent;26;27;62.35;62.78;+0.43;Active
Tomá Pridal;Spotify - Cervelo;23;24;69.12;69.55;+0.43;Active
Samuel Couture;Vereinslos / Free Agent;23;24;61.75;62.18;+0.43;Active
Bryan Olivo;Vereinslos / Free Agent;24;25;66.40;66.82;+0.42;Active
Blaine Kieck;Vereinslos / Free Agent;23;24;62.53;62.95;+0.42;Active
Karl Kurits;Vereinslos / Free Agent;22;23;63.00;63.42;+0.42;Active
Kohiro Hatsukawa;Vereinslos / Free Agent;25;26;61.64;62.06;+0.42;Active
Sebastian Ruiz;Vereinslos / Free Agent;23;24;61.94;62.36;+0.42;Active
Diego Nahuel Galván;Vereinslos / Free Agent;26;27;55.94;56.36;+0.42;Active
Samual Eddy;Vereinslos / Free Agent;26;27;60.95;61.37;+0.42;Active
