Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Tobias Skretting;Vereinslos / Free Agent;23;28;58.09;58.24;+0.15;Active
Florian Lipowitz;Novartis - SRM;26;31;74.41;74.55;+0.14;Active
Nathan Copus;Vereinslos / Free Agent;26;31;59.95;60.09;+0.14;Active
Tom Portsmouth;Vereinslos / Free Agent;25;30;66.53;66.67;+0.14;Active
Pedri Crause;Vereinslos / Free Agent;24;29;65.00;65.14;+0.14;Active
tepán iroký;Vereinslos / Free Agent;24;29;60.94;61.08;+0.14;Active
Thomas Nennen;Vereinslos / Free Agent;23;28;62.76;62.90;+0.14;Active
Rowan Baker;Vereinslos / Free Agent;25;30;65.60;65.74;+0.14;Active
Felix Habimana;Vereinslos / Free Agent;26;31;55.78;55.92;+0.14;Active
Tom Giordanengo;Vereinslos / Free Agent;24;29;64.32;64.46;+0.14;Active
Jack Rootkin-Gray;Swiss Re - BMC;24;29;68.41;68.55;+0.14;Active
Ats Uulimaa;Vereinslos / Free Agent;26;31;56.58;56.72;+0.14;Active
Pablo Sanchez;Vereinslos / Free Agent;24;29;61.68;61.81;+0.13;Active
Dominik Gorak;Vereinslos / Free Agent;25;30;62.39;62.52;+0.13;Active
Stefano Leali;Vereinslos / Free Agent;23;28;63.06;63.19;+0.13;Active
Jelle Boonstra;Vereinslos / Free Agent;23;28;64.65;64.78;+0.13;Active
Hélder Laranjeira;Vereinslos / Free Agent;24;29;59.50;59.63;+0.13;Active
Oleksandr Perlovskyi;Vereinslos / Free Agent;22;27;62.74;62.87;+0.13;Active
Fran Miholjevic;Zalando - Continental;24;29;69.86;69.99;+0.13;Active
Alfred Grenaae;Vereinslos / Free Agent;23;28;64.00;64.13;+0.13;Active
David Liu;Vereinslos / Free Agent;24;29;57.93;58.06;+0.13;Active
Juan Carlos Orozco;Vereinslos / Free Agent;24;29;63.86;63.99;+0.13;Active
Carlos Alfonso García;Ericsson - Thule;23;28;66.90;67.02;+0.12;Active
Niek Voogt;Vattenfall - Focus;26;31;68.17;68.29;+0.12;Active
Daniel Cavia Sanz;Microsoft - Tacx;25;30;69.20;69.32;+0.12;Active
Gari Ugarte;Vereinslos / Free Agent;22;27;64.20;64.32;+0.12;Active
Yuhi Todome;Vereinslos / Free Agent;25;30;67.18;67.30;+0.12;Active
Guy Yarrell;Vereinslos / Free Agent;25;30;63.01;63.13;+0.12;Active
Tobias Müller;Danone - Fizik;23;28;68.29;68.41;+0.12;Active
Emanuel Arboleda;Vereinslos / Free Agent;26;31;61.31;61.43;+0.12;Active
Caedan Aveling;Vereinslos / Free Agent;24;29;60.04;60.16;+0.12;Active
Andriy Zozulia;Vereinslos / Free Agent;23;28;60.29;60.40;+0.11;Active
Tiago Santos;Vereinslos / Free Agent;22;27;62.36;62.47;+0.11;Active
Jan Christen;Ikea - Adidas;23;28;73.69;73.80;+0.11;Active
Théo Lévêque;Vereinslos / Free Agent;23;28;65.41;65.51;+0.10;Active
Edoardo Cipollini;Vereinslos / Free Agent;22;27;63.76;63.86;+0.10;Active
Thomas Muller;Vereinslos / Free Agent;24;29;61.66;61.76;+0.10;Active
Marco Martini;Vereinslos / Free Agent;22;27;63.72;63.82;+0.10;Active
Alexandre Binggeli;Vereinslos / Free Agent;22;27;59.91;60.01;+0.10;Active
Szymon Pomian;Vereinslos / Free Agent;25;30;61.61;61.71;+0.10;Active
Iñaki Trujillo;Vereinslos / Free Agent;25;30;63.52;63.62;+0.10;Active
Alexandre Montez;Vereinslos / Free Agent;25;30;66.77;66.87;+0.10;Active
Benjamin Peatfield;Vereinslos / Free Agent;23;28;62.18;62.28;+0.10;Active
Adrian Latocha;Vereinslos / Free Agent;24;29;57.09;57.18;+0.09;Active
Matthew Riccitello;Microsoft - Tacx;25;30;72.25;72.34;+0.09;Active
Artuur Torney;Vereinslos / Free Agent;23;28;63.63;63.72;+0.09;Active
Iván Romeo;Toyota - Lapierre;23;28;73.43;73.52;+0.09;Active
Tim Edvard Pettersen;Vereinslos / Free Agent;24;29;63.52;63.61;+0.09;Active
Rik van der Wal;Vereinslos / Free Agent;23;28;63.01;63.10;+0.09;Active
Michal Pomorski;SMA Solar - Bell;23;28;66.63;66.71;+0.08;Active
Christian Klund;Vereinslos / Free Agent;22;27;61.65;61.73;+0.08;Active
Lars Oreel;Vereinslos / Free Agent;27;32;64.52;64.60;+0.08;Active
Julian Kot;Vereinslos / Free Agent;24;29;65.32;65.40;+0.08;Active
Matéo Vierge;Vereinslos / Free Agent;23;28;63.13;63.21;+0.08;Active
Evan Larson;Vereinslos / Free Agent;22;27;60.89;60.97;+0.08;Active
Eric Pedersen;Vereinslos / Free Agent;23;28;64.24;64.32;+0.08;Active
Ludovico Crescioli;Alstom - Ghost;23;28;68.54;68.62;+0.08;Active
Ludvig Fagerström;Vereinslos / Free Agent;25;30;61.45;61.53;+0.08;Active
Juan Bonilla Castillo;Vereinslos / Free Agent;23;28;59.73;59.81;+0.08;Active
Mattias Nordal;Vereinslos / Free Agent;25;30;65.02;65.09;+0.07;Active
Adrian Stieger;Vereinslos / Free Agent;23;28;63.24;63.31;+0.07;Active
Nicola Schleuniger;Vereinslos / Free Agent;23;28;63.12;63.19;+0.07;Active
Hugo Rodríguez;Vereinslos / Free Agent;23;28;63.18;63.25;+0.07;Active
Eric Berg;Vereinslos / Free Agent;24;29;60.97;61.04;+0.07;Active
Edoardo Rulli;Vereinslos / Free Agent;22;27;62.25;62.32;+0.07;Active
Adam Francis;Vereinslos / Free Agent;24;29;58.93;59.00;+0.07;Active
Ben Felix Jochum;Vattenfall - Focus;23;28;66.25;66.32;+0.07;Active
Alex Vandenbulcke;Oatly - Shimano;25;30;67.08;67.15;+0.07;Active
Tobias Klein;Vaude - Garmin;23;28;65.38;65.45;+0.07;Active
Paul Hennequin;Lavazza - Pirelli;24;29;68.38;68.44;+0.06;Active
Victor Jean;Vereinslos / Free Agent;23;28;66.97;67.03;+0.06;Active
Sam Fox;Vereinslos / Free Agent;26;31;62.44;62.50;+0.06;Active
Simone Simeoni;Vereinslos / Free Agent;24;29;56.83;56.89;+0.06;Active
Dylan Durand;Vereinslos / Free Agent;24;29;62.27;62.33;+0.06;Active
Alessandro Da Ros;Vereinslos / Free Agent;22;27;62.58;62.64;+0.06;Active
Pierre-Henry Basset;AXA - Lindt;23;28;69.38;69.44;+0.06;Active
Michele Daffini;Vereinslos / Free Agent;22;27;63.00;63.06;+0.06;Active
Oscar Chamberlain;Lego - Bianchi;22;27;68.62;68.68;+0.06;Active
Louis Leidert;GLS Bank - Wahoo;22;27;67.17;67.23;+0.06;Active
Fernando Freitas;Vereinslos / Free Agent;23;28;58.98;59.04;+0.06;Active
Sebastiano Minoia;Vereinslos / Free Agent;24;29;63.68;63.73;+0.05;Active
Paul Penhoët;ING - Schwalbe;25;30;70.94;70.99;+0.05;Active
Fabian Weiss;Samsung - Cube;25;30;69.94;69.99;+0.05;Active
Yeisson Ferney Casallas;Carl Zeiss - Felt;27;32;67.40;67.45;+0.05;Active
Jan Münzer;Vereinslos / Free Agent;26;31;62.37;62.42;+0.05;Active
Eric Kros;Vereinslos / Free Agent;25;30;61.61;61.66;+0.05;Active
Mauro Cuylits;Vereinslos / Free Agent;22;27;64.88;64.93;+0.05;Active
Victor Van De Putte;Ericsson - Thule;25;30;67.56;67.61;+0.05;Active
Sander Gysland;Vereinslos / Free Agent;23;28;63.27;63.32;+0.05;Active
Alberto Carlo Monti;Vereinslos / Free Agent;23;28;65.17;65.22;+0.05;Active
Jeno Grootjans;Vereinslos / Free Agent;25;30;63.94;63.99;+0.05;Active
Matteo Sasso;Vereinslos / Free Agent;26;31;63.61;63.66;+0.05;Active
Felicien Hakizimana;Vereinslos / Free Agent;25;30;62.78;62.83;+0.05;Active
Sergio Meris;Generali - Mammut;26;31;69.20;69.25;+0.05;Active
Jesper Ferm;Vereinslos / Free Agent;25;30;61.79;61.84;+0.05;Active
Juan Pablo Sossa;Vereinslos / Free Agent;25;30;65.32;65.37;+0.05;Active
Ruben Zilas Larsen;Vereinslos / Free Agent;25;30;60.31;60.36;+0.05;Active
Jan Castellón;Vereinslos / Free Agent;23;28;65.36;65.40;+0.04;Active
Huub Artz;Lego - Bianchi;25;30;70.54;70.58;+0.04;Active
Jonathan Guatibonza;Vereinslos / Free Agent;23;28;64.28;64.32;+0.04;Active
Gabriel Fede;Vereinslos / Free Agent;24;29;65.04;65.07;+0.03;Active
Stijn Daemen;Lavazza - Pirelli;27;32;66.79;66.82;+0.03;Active
Santiago Umba;ING - Schwalbe;24;29;68.94;68.97;+0.03;Active
Andrii Ponomar;Spotify - Cervelo;24;29;70.20;70.23;+0.03;Active
Vainqueur Masengesho;SMA Solar - Bell;25;30;65.94;65.97;+0.03;Active
Raphaël Pottier;Vereinslos / Free Agent;24;29;62.32;62.35;+0.03;Active
Conal Scully;Vereinslos / Free Agent;23;28;60.20;60.23;+0.03;Active
Jakub Ríman;Vereinslos / Free Agent;26;31;66.60;66.63;+0.03;Active
Szymon Maciejewski;Vereinslos / Free Agent;22;27;62.82;62.85;+0.03;Active
George Radcliffe;Vereinslos / Free Agent;23;28;64.41;64.44;+0.03;Active
Bart Kortleve;Vereinslos / Free Agent;22;27;64.41;64.44;+0.03;Active
Lorenzo Slanzi;Vereinslos / Free Agent;23;28;61.94;61.97;+0.03;Active
Samuel Fernández Heres;Endura - Vittoria;24;29;64.81;64.84;+0.03;Active
Jorge Gutiérrez;Philips - Santander;24;29;69.65;69.68;+0.03;Active
Igor Arrieta;Orange - Ridley;24;29;72.31;72.34;+0.03;Active
Niels De Clerck;Vereinslos / Free Agent;23;28;65.16;65.19;+0.03;Active
Santiago Ramírez Serna;Vereinslos / Free Agent;25;30;62.77;62.80;+0.03;Active
Miguel Carvalho;Vereinslos / Free Agent;25;30;61.27;61.29;+0.02;Active
Nikolaj Mengel;Vereinslos / Free Agent;25;30;64.07;64.09;+0.02;Active
Lars Vanden Heede;Patagonia - Fuji;22;27;67.67;67.69;+0.02;Active
Dillon Geary;Vereinslos / Free Agent;25;30;64.56;64.58;+0.02;Active
Sacha Prestianni;Vereinslos / Free Agent;23;28;65.37;65.39;+0.02;Active
Mads Landbo;Ricola - Simplon;22;27;66.33;66.35;+0.02;Active
Huw Buck-Jones;Deutsche Bahn - Stevens;23;28;67.11;67.13;+0.02;Active
Rihards Reinfelds;Vereinslos / Free Agent;23;28;60.63;60.65;+0.02;Active
Gabriel Dellar;Vereinslos / Free Agent;26;31;61.48;61.50;+0.02;Active
Henrique Silva;Vereinslos / Free Agent;25;30;57.70;57.72;+0.02;Active
Vojtech Kmínek;Barilla - Zwift;26;31;65.53;65.55;+0.02;Active
Gianluca Pollefliet;Vereinslos / Free Agent;25;30;68.27;68.29;+0.02;Active
Louis Raymond;Vereinslos / Free Agent;23;28;60.48;60.50;+0.02;Active
Tjalle de Bruin;Vereinslos / Free Agent;25;30;64.25;64.27;+0.02;Active
Tord Gudmestad;Zalando - Continental;26;31;69.51;69.52;+0.01;Active
Tim Torn Teutenberg;AXA - Lindt;25;30;71.18;71.19;+0.01;Active
Morten Nørtoft;Ferrero - Giro;24;29;68.90;68.91;+0.01;Active
Mateo Mondragón;Vereinslos / Free Agent;25;30;62.95;62.96;+0.01;Active
Roy Duijvesteijn;Vereinslos / Free Agent;25;30;59.64;59.65;+0.01;Active
Liam Walsh;Vattenfall - Focus;26;31;67.62;67.63;+0.01;Active
Yanis-Eric Markwalder;Vereinslos / Free Agent;23;28;61.20;61.21;+0.01;Active
Antoni Olszar;Vereinslos / Free Agent;25;30;64.27;64.28;+0.01;Active
Rafael Martínez;Vereinslos / Free Agent;22;27;63.62;63.63;+0.01;Active
Juan Esteban Ballen;Vereinslos / Free Agent;23;28;60.32;60.33;+0.01;Active
Sander Inion;Vereinslos / Free Agent;24;29;63.16;63.17;+0.01;Active
Michael Leonard;Swiss Re - BMC;23;28;69.14;69.15;+0.01;Active
Iker Bonillo;Ericsson - Thule;23;28;66.45;66.46;+0.01;Active
Thibaud Gruel;Philips - Santander;23;28;71.17;71.18;+0.01;Active
Serginho Wilshaus;Vereinslos / Free Agent;25;30;60.55;60.56;+0.01;Active
Léopold Perrot;Vereinslos / Free Agent;25;30;61.02;61.03;+0.01;Active
Max Nielsen;Vereinslos / Free Agent;23;28;59.37;59.38;+0.01;Active
Gonçalo Rodrigues;Vereinslos / Free Agent;23;28;57.60;57.61;+0.01;Active
Lukasz Owsian;Ferrero - Giro;37;42;68.29;68.29;+0.00;Retired
John Degenkolb;Lego - Bianchi;38;43;72.16;72.16;+0.00;Retired
Davide Cimolai;Statkraft - Colnago;37;42;68.05;68.05;+0.00;Retired
Diego Ulissi;Microsoft - Tacx;37;42;73.90;73.90;+0.00;Retired
Anthony Delaplace;Nintendo - Colnago;37;42;70.01;70.01;+0.00;Retired
Nélson Oliveira;Philips - Santander;38;43;70.88;70.88;+0.00;Retired
Michal Kwiatkowski;Shimano - Tissot;37;42;73.50;73.50;+0.00;Retired
Jon Aberasturi;Ikea - Adidas;38;43;68.41;68.41;+0.00;Retired
Ion Izagirre;Ferrero - Giro;38;43;72.96;72.96;+0.00;Retired
Mikel Landa;Toyota - Lapierre;37;42;74.74;74.74;+0.00;Retired
Baptiste Planckaert;Orange - Ridley;38;43;68.09;68.09;+0.00;Retired
Esteban Chaves;SAP - Canyon;37;42;71.57;71.57;+0.00;Retired
Jesús Herrada;Allianz - Giant;36;41;71.76;71.76;+0.00;Retired
Pello Bilbao;Shimano - Tissot;37;42;75.22;75.22;+0.00;Retired
Marco Haller;Decathlon - Renault;36;41;72.82;72.82;+0.00;Retired
Sam Bennett;Toyota - Lapierre;36;41;71.89;71.89;+0.00;Retired
Michael Valgren;Samsung - Cube;35;40;72.49;72.49;+0.00;Retired
Jasha Sütterlin;Google - Pinarello;34;39;71.19;71.19;+0.00;Retired
George Bennett;Ikea - Adidas;37;42;72.78;72.78;+0.00;Retired
Rudy Molard;Philips - Santander;37;42;72.44;72.44;+0.00;Retired
Tosh Van der Sande;Lego - Bianchi;36;41;69.24;69.24;+0.00;Retired
Dylan Groenewegen;Toyota - Lapierre;34;39;71.44;71.44;+0.00;Retired
Reinardt Janse van Rensburg;Volvic - Corratec;38;43;67.08;67.08;+0.00;Retired
Matteo Trentin;Ferrero - Giro;37;42;73.61;73.61;+0.00;Retired
Michael Hepburn;VW - Continental - Rose;35;40;70.01;70.01;+0.00;Retired
Vegard Stake Laengen;Google - Pinarello;38;43;69.84;69.84;+0.00;Retired
Danny van Poppel;Nintendo - Colnago;33;38;72.34;72.34;+0.00;Retired
Louis Meintjes;Swiss Re - BMC;35;40;71.58;71.58;+0.00;Retired
Kristian Sbaragli;Lego - Bianchi;37;42;68.75;68.75;+0.00;Retired
Josef Cerný;Google - Pinarello;34;39;68.88;68.88;+0.00;Retired
David Lozano;Patagonia - Fuji;38;43;65.80;65.80;+0.00;Retired
Andrea Peron;Siemens - Wahoo;38;43;67.50;67.50;+0.00;Retired
Yves Lampaert;Decathlon - Renault;36;41;72.46;72.46;+0.00;Retired
Jimmy Janssens;Philips - Santander;38;43;70.19;70.19;+0.00;Retired
Yoann Paillot;Deutsche Bahn - Stevens;36;41;64.21;64.21;+0.00;Retired
Jonas Koch;Swiss Re - BMC;34;39;70.42;70.42;+0.00;Retired
Maximilian Schachmann;Microsoft - Tacx;33;38;74.04;74.04;+0.00;Retired
Jan Hirt;Nintendo - Colnago;36;41;71.22;71.22;+0.00;Retired
Koen Bouwman;Spotify - Cervelo;33;38;72.01;72.01;+0.00;Retired
António Carvalho;Vaude - Garmin;37;42;68.12;68.12;+0.00;Retired
Mihkel Räim;Alstom - Ghost;34;39;65.75;65.75;+0.00;Retired
Ludovic Robeet;Alstom - Ghost;33;38;67.57;67.57;+0.00;Retired
Davide Formolo;Google - Pinarello;34;39;72.02;72.02;+0.00;Retired
Simon Yates;Ikea - Adidas;34;39;74.87;74.87;+0.00;Retired
Dylan van Baarle;Falke - Scott;35;40;72.92;72.92;+0.00;Retired
Silvan Dillier;Ferrero - Giro;36;41;70.63;70.63;+0.00;Retired
Victor Campenaerts;Nintendo - Colnago;35;40;73.74;73.74;+0.00;Retired
Elmar Reinders;Decathlon - Renault;35;40;70.29;70.29;+0.00;Retired
Nils Politt;Falke - Scott;33;38;75.33;75.33;+0.00;Retired
Max Walscheid;Spotify - Cervelo;34;39;72.34;72.34;+0.00;Retired
Lorrenzo Manzin;SAP - Canyon;32;37;68.60;68.60;+0.00;Retired
Timo Roosen;Lego - Bianchi;34;39;68.82;68.82;+0.00;Retired
Sven Erik Bystrøm;Generali - Mammut;35;40;71.84;71.84;+0.00;Retired
Stefan Küng;SAP - Canyon;33;38;74.73;74.73;+0.00;Retired
Louis Vervaeke;Danone - Fizik;33;38;71.51;71.51;+0.00;Retired
Daniel McLay;Danone - Fizik;35;40;68.66;68.66;+0.00;Retired
Amaury Capiot;Ikea - Adidas;34;39;71.01;71.01;+0.00;Retired
Xandro Meurisse;Microsoft - Tacx;35;40;73.62;73.62;+0.00;Retired
Elias Van Breussegem;Ericsson - Thule;35;40;66.02;66.02;+0.00;Retired
Kamil Gradek;Google - Pinarello;36;41;69.17;69.17;+0.00;Retired
Jeroen Meijers;Deutsche Bahn - Stevens;34;39;67.53;67.53;+0.00;Retired
Martijn Tusveld;Novartis - SRM;33;38;70.60;70.60;+0.00;Retired
Ben Dyball;BASF - Selle Italia;38;43;67.61;67.61;+0.00;Retired
Matteo Malucelli;Samsung - Cube;33;38;70.01;70.01;+0.00;Retired
Marco Tizza;Allianz - Giant;35;40;69.99;69.99;+0.00;Retired
Thibaut Van Den Heuvel;Vereinslos / Free Agent;25;30;55.88;55.88;+0.00;Active
Filippo D'Aiuto;Volvic - Corratec;25;30;66.39;66.39;+0.00;Active
Riccardo Florian;Vereinslos / Free Agent;24;29;59.61;59.61;+0.00;Active
Francesco Busatto;Decathlon - Renault;24;29;71.31;71.31;+0.00;Active
Federico Biagini;Shimano - Tissot;24;29;67.75;67.75;+0.00;Active
Philippe Fievez;Vereinslos / Free Agent;25;30;56.10;56.10;+0.00;Active
Johan Vincent;Vereinslos / Free Agent;27;32;60.19;60.19;+0.00;Active
Yentl Vandevelde;Ericsson - Thule;26;31;66.28;66.28;+0.00;Active
Davide Bomboi;Dassault - Time;27;32;66.81;66.81;+0.00;Active
Warre Vangheluwe;Decathlon - Renault;25;30;69.51;69.51;+0.00;Active
Arthur De Jaeger;Vereinslos / Free Agent;25;30;64.74;64.74;+0.00;Active
Tuur Dens;Vereinslos / Free Agent;27;32;63.68;63.68;+0.00;Active
Matyá Kopecký;Danone - Fizik;24;29;69.73;69.73;+0.00;Active
Domenico Cirlincione;Carl Zeiss - Felt;24;29;66.03;66.03;+0.00;Active
Andrea Biancalani;Vereinslos / Free Agent;26;31;63.32;63.32;+0.00;Active
Florian Samuel Kajamini;SAP - Canyon;24;29;70.80;70.80;+0.00;Active
Raúl Rota;Vereinslos / Free Agent;27;32;65.50;65.50;+0.00;Active
Siebe Roesems;Vereinslos / Free Agent;26;31;64.60;64.60;+0.00;Active
Ben Mewes;Vereinslos / Free Agent;28;33;60.74;60.74;+0.00;Active
Juan Carlos López;Vereinslos / Free Agent;26;31;65.31;65.31;+0.00;Active
Ivo Pinheiro;Vereinslos / Free Agent;28;33;65.24;65.24;+0.00;Retired
Tiago Leal;Vereinslos / Free Agent;27;32;66.68;66.68;+0.00;Active
Noé Ury;Vereinslos / Free Agent;23;28;64.07;64.07;+0.00;Active
Patrick Reißig;GLS Bank - Wahoo;33;38;65.92;65.92;+0.00;Retired
Evan Russell;Vereinslos / Free Agent;26;31;64.65;64.65;+0.00;Active
Jarno Jordens;Vereinslos / Free Agent;27;32;61.93;61.93;+0.00;Active
Sam Gademan;Vereinslos / Free Agent;26;31;64.09;64.09;+0.00;Active
David Paumann;Vereinslos / Free Agent;23;28;63.46;63.46;+0.00;Active
Tim Wafler;Vereinslos / Free Agent;25;30;62.59;62.59;+0.00;Active
Jakob Klahre;Vereinslos / Free Agent;25;30;62.41;62.41;+0.00;Active
Theodor Obholzer;Vereinslos / Free Agent;28;33;64.00;64.00;+0.00;Active
Adrien Boichis;VW - Continental - Rose;24;29;69.02;69.02;+0.00;Active
Camilo Gómez;Vereinslos / Free Agent;24;29;66.06;66.06;+0.00;Active
Lukas Nerurkar;Toyota - Lapierre;23;28;72.86;72.86;+0.00;Active
David Domínguez;Vattenfall - Focus;26;31;66.06;66.06;+0.00;Active
Mathias Sanlaville;Patagonia - Fuji;24;29;65.75;65.75;+0.00;Active
Andrea Guerra;Vereinslos / Free Agent;25;30;65.68;65.68;+0.00;Active
Vid Jeromel;Vereinslos / Free Agent;24;29;61.58;61.58;+0.00;Active
Toby Barnes;Vereinslos / Free Agent;26;31;64.06;64.06;+0.00;Active
Mathis Avondts;Vereinslos / Free Agent;24;29;65.11;65.11;+0.00;Active
Remi De Mey;Vereinslos / Free Agent;25;30;57.29;57.29;+0.00;Active
Max Briese;Vereinslos / Free Agent;23;28;63.14;63.14;+0.00;Active
Célestin Wattelle;Vereinslos / Free Agent;24;29;62.63;62.63;+0.00;Active
Josh Burnett;Orange - Ridley;26;31;69.05;69.05;+0.00;Active
Malachi Covington;Vereinslos / Free Agent;24;29;59.36;59.36;+0.00;Active
Zac Marriage;Lavazza - Pirelli;23;28;68.13;68.13;+0.00;Active
James Panizza;Vereinslos / Free Agent;23;28;64.83;64.83;+0.00;Active
Tomás Eloy Moyano;Vereinslos / Free Agent;24;29;62.60;62.60;+0.00;Active
Rodrigo Daniel Diaz;Vereinslos / Free Agent;25;30;63.25;63.25;+0.00;Active
Lorenzo Di Camillo;Vereinslos / Free Agent;24;29;61.94;61.94;+0.00;Active
Jakob Schmidt;Vereinslos / Free Agent;26;31;63.00;63.00;+0.00;Active
Exequil Adolfo Alarcon;Vereinslos / Free Agent;25;30;59.65;59.65;+0.00;Active
Clément Vasseur;Vereinslos / Free Agent;25;30;55.62;55.62;+0.00;Active
Jhonatan Byron Montenegro;Vereinslos / Free Agent;24;29;59.93;59.93;+0.00;Active
Sebastian Putz;Shimano - Tissot;23;28;67.62;67.62;+0.00;Active
Matias Pérez;Vereinslos / Free Agent;27;32;61.96;61.96;+0.00;Active
César Macías;BASF - Selle Italia;23;28;68.74;68.74;+0.00;Active
Andrés Mancipe;SMA Solar - Bell;24;29;65.62;65.62;+0.00;Active
Kenji Takubo;Vereinslos / Free Agent;31;36;55.21;55.21;+0.00;Retired
Jack Brough;Vereinslos / Free Agent;23;28;65.61;65.61;+0.00;Active
Fabio Püntener;Vereinslos / Free Agent;27;32;60.58;60.58;+0.00;Active
Alejandro Madueño Salvador;Vereinslos / Free Agent;28;33;56.62;56.62;+0.00;Active
Jean Nepo Bigirimana;Vereinslos / Free Agent;24;29;60.69;60.69;+0.00;Active
Unai Aznar;Vereinslos / Free Agent;24;29;65.57;65.57;+0.00;Active
Pablo Castrillo;Lego - Bianchi;26;31;72.76;72.76;+0.00;Active
Sinuhé Fernández;Patagonia - Fuji;27;32;65.63;65.63;+0.00;Active
Diego Uriarte;Vereinslos / Free Agent;25;30;68.70;68.70;+0.00;Active
Dylan Westley;Vereinslos / Free Agent;26;31;64.39;64.39;+0.00;Active
Joran Wyseure;Vereinslos / Free Agent;26;31;64.43;64.43;+0.00;Active
Junior Lecerf;Decathlon - Renault;24;29;72.98;72.98;+0.00;Active
Noah Vandenbranden;Alstom - Ghost;24;29;67.32;67.32;+0.00;Active
Louka Lesueur;Vereinslos / Free Agent;23;28;63.57;63.57;+0.00;Active
Dominik Weiss;Vereinslos / Free Agent;25;30;62.66;62.66;+0.00;Active
Henrik Fjellheim;Alstom - Ghost;26;31;66.39;66.39;+0.00;Active
Ben Askey;Vereinslos / Free Agent;23;28;65.86;65.86;+0.00;Active
Frank Flórez;Vereinslos / Free Agent;27;32;63.83;63.83;+0.00;Active
Max van der Meulen;Novartis - SRM;23;28;69.66;69.66;+0.00;Active
Isaac del Toro;Novartis - SRM;23;28;74.43;74.43;+0.00;Active
Mathys Rondel;Ferrero - Giro;23;28;71.64;71.64;+0.00;Active
Nathan Székely;Vereinslos / Free Agent;25;30;61.37;61.37;+0.00;Active
Dean Harvey;Endura - Vittoria;24;29;66.15;66.15;+0.00;Active
Kazuya Tsujino;Vereinslos / Free Agent;24;29;57.30;57.30;+0.00;Active
Josh Rivett;Vereinslos / Free Agent;26;31;62.64;62.64;+0.00;Active
Ayumi Nakajima;Vereinslos / Free Agent;24;29;61.37;61.37;+0.00;Active
Zach Webster;Vereinslos / Free Agent;24;29;57.60;57.60;+0.00;Active
Ghebrehiwet Birhane;Vereinslos / Free Agent;26;31;62.32;62.32;+0.00;Active
Fraser Parnham;Vereinslos / Free Agent;25;30;55.46;55.46;+0.00;Active
Kevin Messel;Vereinslos / Free Agent;23;28;64.25;64.25;+0.00;Active
Haruto Yoshida;Vereinslos / Free Agent;24;29;55.84;55.84;+0.00;Active
Lautaro Rios;Vereinslos / Free Agent;23;28;57.79;57.79;+0.00;Active
Gustavo Ramirez;Vereinslos / Free Agent;26;31;59.39;59.39;+0.00;Active
Dries Van Gestel;ING - Schwalbe;32;37;71.20;71.20;+0.00;Retired
Edwar Rondón Buitrago;Vereinslos / Free Agent;24;29;61.09;61.09;+0.00;Active
Yenfron Guerrero;Vereinslos / Free Agent;27;32;60.62;60.62;+0.00;Active
Stefan Caulfield-Dreier;Vereinslos / Free Agent;24;29;59.39;59.39;+0.00;Active
Jack Schouten;Vereinslos / Free Agent;25;30;62.04;62.04;+0.00;Active
James Derrick;Vereinslos / Free Agent;25;30;64.12;64.12;+0.00;Active
Daniel Heidegger;Vereinslos / Free Agent;26;31;56.45;56.45;+0.00;Active
Kilian Feurstein;Vereinslos / Free Agent;24;29;62.30;62.30;+0.00;Active
Carlos Andres Romero;Vereinslos / Free Agent;26;31;63.12;63.12;+0.00;Active
Oscar Aakvist Andersen;Vereinslos / Free Agent;27;32;60.59;60.59;+0.00;Active
Gaddo Gavilli;Vereinslos / Free Agent;24;29;59.28;59.28;+0.00;Active
Nico Denz;Novartis - SRM;33;38;71.76;71.76;+0.00;Retired
Franz-Josef Lässer;Vereinslos / Free Agent;26;31;60.19;60.19;+0.00;Active
Aira Sugeno;Vereinslos / Free Agent;23;28;57.99;57.99;+0.00;Active
Matteo Figar;Vereinslos / Free Agent;26;31;60.85;60.85;+0.00;Active
Tomás Martins;Vereinslos / Free Agent;25;30;57.42;57.42;+0.00;Active
Kamil Lach;Vereinslos / Free Agent;23;28;59.01;59.01;+0.00;Active
Mirko Fontana;Vereinslos / Free Agent;23;28;62.02;62.02;+0.00;Active
Nicolas Borrás;Vereinslos / Free Agent;25;30;60.79;60.79;+0.00;Active
Shoma Hayashibara;Vereinslos / Free Agent;23;28;63.68;63.68;+0.00;Active
Kanta Sharma;Vereinslos / Free Agent;25;30;57.70;57.70;+0.00;Active
Romain Cardis;Danone - Fizik;34;39;68.26;68.26;+0.00;Retired
Alexander Edmondson;Leica - Trek;33;38;68.18;68.18;+0.00;Retired
Jorge Arcas;Philips - Santander;35;40;69.21;69.21;+0.00;Retired
Guillaume Martin-Guyonnet;Ferrero - Giro;34;39;73.09;73.09;+0.00;Retired
Anthony Perez;ING - Schwalbe;36;41;70.16;70.16;+0.00;Retired
Julien Bernard;Samsung - Cube;35;40;71.24;71.24;+0.00;Retired
Jhonatan Restrepo;Vereinslos / Free Agent;32;37;68.10;68.10;+0.00;Retired
Giulio Ciccone;Michelin - Look;32;37;75.71;75.71;+0.00;Retired
Mirco Maestri;Michelin - Look;35;40;71.61;71.61;+0.00;Retired
Jonathan Lastra;Ikea - Adidas;34;39;70.40;70.40;+0.00;Retired
